mode,repeat,prompt_tokens,new_tokens,prefill_seconds,decode_seconds,decode_tokens_per_sec,ms_per_token,weight_read_ms,host_overhead_ms,mbu_pct,bandwidth_gb_s,gpu_name,torch_version
eager,0,512,255,0.0643388309981674,4.835450546990614,52.73552020063601,18.962551164669076,7.6710406358668655,11.29151052880221,40.453631841265675,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
eager,1,512,255,0.06561772798886523,4.693491017038468,54.33056099911355,18.405847125641053,7.6710406358668655,10.734806489774186,41.67719411936436,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
eager,2,512,255,0.06535788002656773,4.685077144007664,54.42813259247004,18.372851545128093,7.6710406358668655,10.701810909261226,41.75204168511875,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
compiled,0,512,255,0.06599697895580903,2.7456841510138474,92.87302762258395,10.767388827505284,7.6710406358668655,3.096348191638419,71.24327688688274,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
compiled,1,512,255,0.06697176996385679,2.7964769990066998,91.18616033336775,10.96657646669294,7.6710406358668655,3.2955358308260747,69.94927413459354,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
compiled,2,512,255,0.06771792401559651,2.782408252998721,91.64722672353187,10.911404913720474,7.6710406358668655,3.240364277853609,70.30296003607167,402.6,NVIDIA GeForce RTX 3070,2.11.0+cu128
